concept,method,layer,label,mmd2
chubby,lr,8,neg,0.028553502881865533
chubby,lr,9,pos,0.025226691557965975
chubby,lr,9,neg,0.018000314667568684
chubby,lr,10,pos,0.014147423823312133
chubby,lr,10,neg,0.013245766667963066
chubby,lr,11,pos,0.00658855271659875
chubby,lr,11,neg,0.005354238651559928
chubby,lr,12,pos,0.0038114260307504644
chubby,lr,12,neg,0.005670196092728563
chubby,lr,13,pos,0.0034531433550946122
chubby,lr,13,neg,0.0051407764983026905
chubby,lr,14,pos,0.002020121899283911
chubby,lr,14,neg,0.0029465944554505352
chubby,lr,15,pos,0.012501515448261946
chubby,lr,15,neg,0.004842419159793332
chubby,lr,16,pos,0.011513136546703828
chubby,lr,16,neg,0.0027750764448783993
chubby,lr,17,pos,0.008159407141644426
chubby,lr,17,neg,0.0037204357552973466
chubby,lr,18,pos,0.006524828956181006
chubby,lr,18,neg,0.0035294845685207576
chubby,lr,19,pos,0.0016626887544450852
chubby,lr,19,neg,0.003659053434436288
chubby,lr,20,pos,0.0003226724716975937
chubby,lr,20,neg,0.006960987082496928
chubby,lr,21,pos,0.0
chubby,lr,21,neg,0.0024678330888501243
chubby,lr,22,pos,0.0
chubby,lr,22,neg,0.000665493316241994
chubby,lr,23,pos,0.0
chubby,lr,23,neg,0.00046429926699254054
chubby,pclarc,0,pos,0.00019660908406793354
chubby,pclarc,0,neg,0.0005521392802971814
chubby,pclarc,1,pos,0.0
chubby,pclarc,1,neg,0.0
chubby,pclarc,2,pos,0.0
chubby,pclarc,2,neg,0.0
chubby,pclarc,3,pos,0.0
chubby,pclarc,3,neg,0.0
chubby,pclarc,4,pos,0.0
chubby,pclarc,4,neg,0.0
chubby,pclarc,5,pos,0.00010446848755218952
chubby,pclarc,5,neg,0.0
chubby,pclarc,6,pos,0.0005473037514889256
chubby,pclarc,6,neg,0.0
chubby,pclarc,7,pos,0.0007164985004211033
chubby,pclarc,7,neg,5.677194439890343e-06
chubby,pclarc,8,pos,0.0
chubby,pclarc,8,neg,0.0
chubby,pclarc,9,pos,0.0
chubby,pclarc,9,neg,0.0
chubby,pclarc,10,pos,0.0
chubby,pclarc,10,neg,0.0
chubby,pclarc,11,pos,0.0
chubby,pclarc,11,neg,0.0
chubby,pclarc,12,pos,0.0
chubby,pclarc,12,neg,0.0
chubby,pclarc,13,pos,0.0
chubby,pclarc,13,neg,0.0
chubby,pclarc,14,pos,0.0
chubby,pclarc,14,neg,0.0
chubby,pclarc,15,pos,0.004815023852676514
chubby,pclarc,15,neg,0.0
chubby,pclarc,16,pos,0.005507512051394103
chubby,pclarc,16,neg,0.0
chubby,pclarc,17,pos,0.010496110298814587
chubby,pclarc,17,neg,0.0
chubby,pclarc,18,pos,0.012160981248279246
chubby,pclarc,18,neg,0.0
chubby,pclarc,19,pos,0.016304172946786988
chubby,pclarc,19,neg,0.0
chubby,pclarc,20,pos,0.015266421834875699
chubby,pclarc,20,neg,0.0
chubby,pclarc,21,pos,0.014104710766234652
chubby,pclarc,21,neg,0.0
chubby,pclarc,22,pos,0.012492974573374838
chubby,pclarc,22,neg,0.0
chubby,pclarc,23,pos,0.015531051722220024
chubby,pclarc,23,neg,0.0
