concept,method,layer,label,mmd2
wearing_hat,pclarc,12,neg,0.0
wearing_hat,pclarc,13,pos,0.0
wearing_hat,pclarc,13,neg,0.0
wearing_hat,pclarc,14,pos,0.0
wearing_hat,pclarc,14,neg,0.0
wearing_hat,pclarc,15,pos,0.0024077081583231408
wearing_hat,pclarc,15,neg,0.0
wearing_hat,pclarc,16,pos,0.0034089781127910612
wearing_hat,pclarc,16,neg,0.0
wearing_hat,pclarc,17,pos,0.013002520685144958
wearing_hat,pclarc,17,neg,0.0
wearing_hat,pclarc,18,pos,0.011879785757480166
wearing_hat,pclarc,18,neg,0.0
wearing_hat,pclarc,19,pos,0.016857742364427164
wearing_hat,pclarc,19,neg,0.0
wearing_hat,pclarc,20,pos,0.01583859036769253
wearing_hat,pclarc,20,neg,0.0
wearing_hat,pclarc,21,pos,0.014147673700885877
wearing_hat,pclarc,21,neg,0.0
wearing_hat,pclarc,22,pos,0.010390547812219486
wearing_hat,pclarc,22,neg,0.0
wearing_hat,pclarc,23,pos,0.01107201217587539
wearing_hat,pclarc,23,neg,0.0
